Date	Year	Filename	URL	Contexts
Unknown	2017	tz072.pdf	https://www.psp.cz/eknih/2017ps/tesnopis/tz072.pdf	na policejního prezidenta , že
Unknown	2017	tz087.pdf	https://www.psp.cz/eknih/2017ps/tesnopis/tz087.pdf	vlády ani prezident . Místopředseda
Unknown	2017	tz094.pdf	https://www.psp.cz/eknih/2017ps/tesnopis/tz094.pdf	kontroly okomentoval prezident NKÚ Kala
Unknown	2021	tz011.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz011.pdf	slovo . Prezident České republiky
Unknown	2021	tz016.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz016.pdf	nevychováme . Prezident Beneš říkal
Unknown	2021	tz017.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz017.pdf	náš 12 prezident toto :
Unknown	2021	tz025.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz025.pdf	náš první prezident , řekl
Unknown	2021	tz036.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz036.pdf	jednoho jiného prezidenta : Nikdy
Unknown	2021	tz050.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz050.pdf	dělat žádnou prezidentskou kampaň –
Unknown	2021	tz051.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz051.pdf	. Žádný prezident . Za
Unknown	2021	tz059.pdf	https://www.psp.cz/eknih/2010ps/tesnopis/tz059.pdf	i citát prezidenta Agrární komory
Unknown	2021	tz062.pdf	https://www.psp.cz/eknih/2017ps/tesnopis/tz062.pdf	opakovaně vyzvat prezidenta Petra Pavla
Unknown	2021	tz065.pdf	https://www.psp.cz/eknih/2017ps/tesnopis/tz065.pdf	před volbou prezidenta : "
